p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
philbardsley,2016,38,169,1230,15,27,6460,72,28-06-1985,180,76.5,Scotland,Medium/Medium,58.33333333,74.33333333,72.16666667,Defender,31,0,0,0,0,0,23.61111111,3,1,0,0,0
philbardsley,2018,77,169,1757,19,31,6460,72,28-06-1985,180,76.5,Scotland,Medium/Medium,58.33333333,74.33333333,72.16666667,Defender,33,1230,15,82,38,15,23.61111111,3,1,0,169,38
philbardsley,2019,20,169,1995,21,31,6460,72,28-06-1985,180,76.5,Scotland,Medium/Medium,58.33333333,74.33333333,72.16666667,Defender,34,2987,34,87.85294118,57.5,17,23.61111111,3,1,0,338,77
philbardsley,2020,34,169,293,4,27,6460,72,28-06-1985,180,76.5,Scotland,Medium/Medium,58.33333333,74.33333333,72.16666667,Defender,35,4982,55,90.58181818,45,18.33333333,23.61111111,3,1,0,507,20
philfoden,2017,50,50,66,5,13,3142,69,28-05-2000,170.5,64,England,Medium/Medium,74.25,52.25,73.25,Midfielder,17,0,0,0,0,0,22.01563454,3,3,0,0,0
philipbilling,2017,91,215,774,16,20,5726,77,11-06-1996,197,80.6,Denmark,Medium/Medium,59.2,72,69.2,Midfielder,21,0,0,0,0,0,20.76837847,3,3,0,0,0
philipbilling,2018,89,215,2299,27,28,5726,77,11-06-1996,197,80.6,Denmark,Medium/Medium,59.2,72,69.2,Midfielder,22,774,16,48.375,91,16,20.76837847,3,3,0,215,91
philipbilling,2019,25,215,2653,34,35,5726,77,11-06-1996,197,80.6,Denmark,Medium/Medium,59.2,72,69.2,Midfielder,23,3073,43,71.46511628,90,21.5,20.76837847,3,3,0,430,89
philippwollscheid,2016,29,29,190,2,2,190,2,06-03-1989,194,88,Germany,Medium/Medium,49.66666667,76.33333333,76.33333333,Defender,27,0,0,0,0,0,23.38186842,3,1,0,0,0
philjagielka,2016,7,188,2374,27,37,5827,75,17-08-1982,181,85.66666667,England,Medium/High,51.66666667,73.16666667,78.16666667,Midfielder,34,0,0,0,0,0,26.14897795,3.5,3,0,0,0
philjagielka,2017,23,188,2180,25,30,5827,75,17-08-1982,181,85.66666667,England,Medium/High,51.66666667,73.16666667,78.16666667,Midfielder,35,2374,27,87.92592593,7,27,26.14897795,3.5,3,0,188,7
philjagielka,2018,157,188,413,7,13,5827,75,17-08-1982,181,85.66666667,England,Medium/High,51.66666667,73.16666667,78.16666667,Midfielder,36,4554,52,87.57692308,15,26,26.14897795,3.5,3,0,376,23
philjagielka,2019,1,188,270,6,36,5827,75,17-08-1982,181,85.66666667,England,Medium/High,51.66666667,73.16666667,78.16666667,Midfielder,37,4967,59,84.18644068,62.33333333,19.66666667,26.14897795,3.5,3,1,564,157
philjones,2016,104,683,1670,18,19,5226,61,21-02-1992,185,71,England,Medium/High,58.5,77.66666667,78.66666667,Defender,24,0,0,0,0,0,20.74506939,3.5,1,0,0,0
philjones,2017,71,683,2080,23,26,5226,61,21-02-1992,185,71,England,Medium/High,58.5,77.66666667,78.66666667,Defender,25,1670,18,92.77777778,104,18,20.74506939,3.5,1,0,683,104
philjones,2018,31,683,1336,18,22,5226,61,21-02-1992,185,71,England,Medium/High,58.5,77.66666667,78.66666667,Defender,26,3750,41,91.46341463,87.5,20.5,20.74506939,3.5,1,0,1366,71
philjones,2019,477,683,140,2,12,5226,61,21-02-1992,185,71,England,Medium/High,58.5,77.66666667,78.66666667,Defender,27,5086,59,86.20338983,68.66666667,19.66666667,20.74506939,3.5,1,0,2049,31
rachidghezzal,2018,15,82,800,19,26,800,19,09-05-1992,182,67.5,Algeria,Medium/Low,73.33333333,59.83333333,74.16666667,Midfielder,26,0,0,0,0,0,20.37797367,2.5,3,0,0,0
ragnarklavan,2016,39,262,1504,20,33,3043,39,30-10-1985,187,83.83333333,Estonia,Medium/Medium,52.33333333,71.83333333,76.83333333,Defender,31,0,0,0,0,0,23.97361473,3,1,0,0,0
raheemsterling,2016,11,90,2618,33,35,13681,164,08-12-1994,170,69,England,High/Medium,93,60.5,84.5,Forward,22,0,0,0,0,0,23.87543253,3.5,2,0,0,0
raheemsterling,2017,35,90,2713,33,34,13681,164,08-12-1994,170,69,England,High/Medium,93,60.5,84.5,Forward,23,2618,33,79.33333333,11,33,23.87543253,3.5,2,0,90,11
raheemsterling,2018,12,90,2904,34,38,13681,164,08-12-1994,170,69,England,High/Medium,93,60.5,84.5,Forward,24,5331,66,80.77272727,23,33,23.87543253,3.5,2,0,180,35
raheemsterling,2019,22,90,2769,33,36,13681,164,08-12-1994,170,69,England,High/Medium,93,60.5,84.5,Forward,25,8235,100,82.35,19.33333333,33.33333333,23.87543253,3.5,2,0,270,12
raheemsterling,2020,10,90,2677,31,36,13681,164,08-12-1994,170,69,England,High/Medium,93,60.5,84.5,Forward,26,11004,133,82.73684211,20,33.25,23.87543253,3.5,2,0,360,22
rajivvanlaparra,2018,53,53,422,5,10,2655,38,04-06-1991,181,72,Netherlands,Medium/Medium,83.6,63,69.6,Midfielder,27,0,0,0,0,0,21.97735112,3,3,0,0,0
ramadansobhi,2018,63,63,95,4,9,2327,45,23-01-1997,183,74.66666667,Egypt,High/High,76,62,73.33333333,Midfielder,21,0,0,0,0,0,22.29587825,4,3,0,0,0
ramirofunesmori,2016,110,404,1651,23,29,1785,27,05-03-1991,186,79,Argentina,Medium/Medium,65.6,76.8,76.6,Defender,25,0,0,0,0,0,22.83500983,3,1,0,0,0
ramirofunesmori,2017,202,404,134,4,7,1785,27,05-03-1991,186,79,Argentina,Medium/Medium,65.6,76.8,76.6,Defender,26,1651,23,71.7826087,110,23,22.83500983,3,1,0,404,110
reecejames,2019,140,179,1608,23,29,4135,55,07-11-1993,168.8333333,71,England,Medium/Medium,78,60.5,68.5,Defender,26,0,0,0,0,0,24.90817789,3,1,0,0,0
reecejames,2019,140,179,1608,23,29,4135,55,07-11-1993,168.8333333,71,England,Medium/Medium,78,60.5,68.5,Defender,26,1608,23,69.91304348,140,23,24.90817789,3,1,1,179,140
reecejames,2019,140,179,1608,23,29,4135,55,08-12-1999,181,82,England,Medium/Medium,71,70,68,Defender,20,3216,46,69.91304348,140,23,25.029761,3,1,1,358,140
reecejames,2019,140,179,1608,23,29,4135,55,08-12-1999,181,82,England,Medium/Medium,71,70,68,Defender,20,4824,69,69.91304348,140,23,25.029761,3,1,1,537,140
reecejames,2020,39,179,2527,32,35,4135,55,07-11-1993,168.8333333,71,England,Medium/Medium,78,60.5,68.5,Defender,27,6432,92,69.91304348,140,23,24.90817789,3,1,1,716,140
reecejames,2020,39,179,2527,32,35,4135,55,07-11-1993,168.8333333,71,England,Medium/Medium,78,60.5,68.5,Defender,27,8959,124,72.25,119.8,24.8,24.90817789,3,1,0,895,39
reecejames,2020,39,179,2527,32,35,4135,55,08-12-1999,181,82,England,Medium/Medium,71,70,68,Defender,21,11486,156,73.62820513,106.3333333,26,25.029761,3,1,0,1074,39
reecejames,2020,39,179,2527,32,35,4135,55,08-12-1999,181,82,England,Medium/Medium,71,70,68,Defender,21,14013,188,74.53723404,96.71428571,26.85714286,25.029761,3,1,0,1253,39
reeceoxford,2016,66,191,0,0,8,9,1,16-12-1998,191,76.6,England,Medium/Medium,69.6,68,66.6,Defender,18,0,0,0,0,0,20.99723144,3,1,0,0,0
reeceoxford,2017,80,191,9,1,1,9,1,16-12-1998,191,76.6,England,Medium/Medium,69.6,68,66.6,Defender,19,0,0,0,66,0,20.99723144,3,1,0,191,66
reissnelson,2019,95,183,679,17,27,910,22,10-12-1999,176.25,71.5,England,High/Medium,84.5,46.5,67,Forward,20,0,0,0,0,0,23.01695086,3.5,2,0,0,0
reissnelson,2020,64,183,80,2,6,910,22,10-12-1999,176.25,71.5,England,High/Medium,84.5,46.5,67,Forward,21,679,17,39.94117647,95,17,23.01695086,3.5,2,0,183,95
rhianbrewster,2019,45,519,0,0,1,1208,27,01-04-2000,178.6666667,75,England,High/Medium,77.66666667,56.33333333,65.33333333,Forward,19,0,0,0,0,0,23.49493206,3.5,2,0,0,0
rhianbrewster,2020,6,519,1208,27,34,1208,27,01-04-2000,178.6666667,75,England,High/Medium,77.66666667,56.33333333,65.33333333,Forward,20,0,0,0,45,0,23.49493206,3.5,2,0,519,45
rhyswilliams,2020,9,9,700,9,25,700,9,14-07-1988,186.5,74,Australia,Medium/Medium,64.75,74.5,72,Defender,32,0,0,0,0,0,21.2752194,3,1,0,0,0
rhyswilliams,2020,9,9,700,9,25,700,9,14-07-1988,186.5,74,Australia,Medium/Medium,64.75,74.5,72,Defender,32,700,9,77.77777778,9,9,21.2752194,3,1,0,9,9
robbiebrady,2017,329,492,1344,15,15,4490,81,14-01-1992,177,73,Republic of Ireland,High/Medium,76.66666667,64.83333333,74.83333333,Midfielder,25,0,0,0,0,0,23.30109483,3.5,3,0,0,0
robbiebrady,2018,48,492,779,16,21,4490,81,14-01-1992,177,73,Republic of Ireland,High/Medium,76.66666667,64.83333333,74.83333333,Midfielder,26,1344,15,89.6,329,15,23.30109483,3.5,3,1,492,329
robbiebrady,2019,64,492,500,17,30,4490,81,14-01-1992,177,73,Republic of Ireland,High/Medium,76.66666667,64.83333333,74.83333333,Midfielder,27,2123,31,68.48387097,188.5,15.5,23.30109483,3.5,3,0,984,48
robbiebrady,2020,51,492,1101,19,21,4490,81,14-01-1992,177,73,Republic of Ireland,High/Medium,76.66666667,64.83333333,74.83333333,Midfielder,28,2623,48,54.64583333,147,16,23.30109483,3.5,3,0,1476,64
robertopereyra,2016,168,315,1096,13,13,7490,106,07-01-1991,182.3333333,77.16666667,Argentina,High/High,78.33333333,68.5,79.66666667,Midfielder,25,0,0,0,0,0,23.2112002,4,3,0,0,0
robertopereyra,2017,57,315,1722,32,32,7490,106,07-01-1991,182.3333333,77.16666667,Argentina,High/High,78.33333333,68.5,79.66666667,Midfielder,26,1096,13,84.30769231,168,13,23.2112002,4,3,1,315,168
robertopereyra,2018,34,315,2942,33,33,7490,106,07-01-1991,182.3333333,77.16666667,Argentina,High/High,78.33333333,68.5,79.66666667,Midfielder,27,2818,45,62.62222222,112.5,22.5,23.2112002,4,3,0,630,57
robertopereyra,2019,32,315,1730,28,33,7490,106,07-01-1991,182.3333333,77.16666667,Argentina,High/High,78.33333333,68.5,79.66666667,Midfielder,28,5760,78,73.84615385,86.33333333,26,23.2112002,4,3,0,945,34
robertsnodgrass,2016,27,93,2680,35,35,7165,102,07-09-1987,182,80.33333333,Scotland,High/Medium,62.16666667,72.33333333,75.5,Midfielder,29,0,0,0,0,0,24.25230447,3.5,3,0,0,0
robertsnodgrass,2018,10,93,2339,33,36,7165,102,07-09-1987,182,80.33333333,Scotland,High/Medium,62.16666667,72.33333333,75.5,Midfielder,31,2680,35,76.57142857,27,35,24.25230447,3.5,3,0,93,27
robertsnodgrass,2019,55,93,1582,24,28,7165,102,07-09-1987,182,80.33333333,Scotland,High/Medium,62.16666667,72.33333333,75.5,Midfielder,32,5019,68,73.80882353,18.5,34,24.25230447,3.5,3,0,186,10
robertsnodgrass,2020,1,93,564,10,21,7165,102,07-09-1987,182,80.33333333,Scotland,High/Medium,62.16666667,72.33333333,75.5,Midfielder,33,6601,92,71.75,30.66666667,30.66666667,24.25230447,3.5,3,0,279,55
robholding,2018,269,334,852,10,14,5901,69,20-09-1995,187.6,76.2,England,Medium/Medium,61.2,72.8,72.8,Defender,23,0,0,0,0,0,21.6515655,3,1,0,0,0
robholding,2019,51,334,616,8,18,5901,69,20-09-1995,187.6,76.2,England,Medium/Medium,61.2,72.8,72.8,Defender,24,852,10,85.2,269,10,21.6515655,3,1,1,334,269
robholding,2020,14,334,2703,30,35,5901,69,20-09-1995,187.6,76.2,England,Medium/Medium,61.2,72.8,72.8,Defender,25,1468,18,81.55555556,160,9,21.6515655,3,1,0,668,51
robinkoch,2020,94,158,1203,17,19,1203,17,17-07-1996,191.25,84,Germany,Medium/Medium,62.5,72,71.5,Defender,24,0,0,0,0,0,22.96552608,3,1,0,0,0
romelulukaku,2017,24,107,3024,34,34,8736,103,13-05-1993,190.1666667,94,Belgium,Medium/Medium,81.16666667,84.16666667,84.5,Forward,24,0,0,0,0,0,25.99315913,3,2,0,0,0
romelulukaku,2018,58,107,2270,32,33,8736,103,13-05-1993,190.1666667,94,Belgium,Medium/Medium,81.16666667,84.16666667,84.5,Forward,25,3024,34,88.94117647,24,34,25.99315913,3,2,0,107,24
rossbarkley,2017,190,314,131,2,8,7299,112,05-12-1993,187.8333333,79.66666667,England,Medium/Medium,73.66666667,74.16666667,79.5,Midfielder,24,0,0,0,0,0,22.58038357,3,3,0,0,0
rossbarkley,2018,8,314,1326,27,36,7299,112,05-12-1993,187.8333333,79.66666667,England,Medium/Medium,73.66666667,74.16666667,79.5,Midfielder,25,131,2,65.5,190,2,22.58038357,3,3,1,314,190
rossbarkley,2019,57,314,1164,21,28,7299,112,05-12-1993,187.8333333,79.66666667,England,Medium/Medium,73.66666667,74.16666667,79.5,Midfielder,26,1457,29,50.24137931,99,14.5,22.58038357,3,3,0,628,8
rossbarkley,2020,59,314,1653,26,31,7299,112,05-12-1993,187.8333333,79.66666667,England,Medium/Medium,73.66666667,74.16666667,79.5,Midfielder,27,2621,50,52.42,85,16.66666667,22.58038357,3,3,0,942,57
ryanbabel,2018,37,166,1290,16,16,1290,16,19-12-1986,185,83.4,Netherlands,Medium/Low,82.2,72.6,77,Midfielder,32,0,0,0,0,0,24.36815194,2.5,3,0,0,0
ryanbennett,2019,43,93,991,16,23,4221,50,06-03-1990,188,78,England,Low/Medium,44,74.5,71.33333333,Defender,29,0,0,0,0,0,22.06880942,2.5,1,0,0,0
ryanbertrand,2016,46,191,2643,28,32,13939,148,05-08-1989,179,84.16666667,England,High/Medium,77.66666667,72.5,78.66666667,Defender,27,0,0,0,0,0,26.26842691,3.5,1,0,0,0
ryanbertrand,2017,17,191,3300,35,35,13939,148,05-08-1989,179,84.16666667,England,High/Medium,77.66666667,72.5,78.66666667,Defender,28,2643,28,94.39285714,46,28,26.26842691,3.5,1,0,191,46
ryanbertrand,2018,82,191,2280,24,25,13939,148,05-08-1989,179,84.16666667,England,High/Medium,77.66666667,72.5,78.66666667,Defender,29,5943,63,94.33333333,31.5,31.5,26.26842691,3.5,1,0,382,17
ryanbertrand,2019,26,191,2977,32,34,13939,148,05-08-1989,179,84.16666667,England,High/Medium,77.66666667,72.5,78.66666667,Defender,30,8223,87,94.51724138,48.33333333,29,26.26842691,3.5,1,0,573,82
ryanbertrand,2020,20,191,2739,29,29,13939,148,05-08-1989,179,84.16666667,England,High/Medium,77.66666667,72.5,78.66666667,Defender,31,11200,119,94.11764706,42.75,29.75,26.26842691,3.5,1,0,764,26
ryanfraser,2018,28,111,3317,38,38,10489,138,24-02-1994,163,64,Scotland,High/Medium,88.83333333,56.33333333,75,Midfielder,24,0,0,0,0,0,24.08822312,3.5,3,0,0,0
ryanfraser,2019,20,111,2193,28,28,10489,138,24-02-1994,163,64,Scotland,High/Medium,88.83333333,56.33333333,75,Midfielder,25,3317,38,87.28947368,28,38,24.08822312,3.5,3,0,111,28
ryanfraser,2020,63,111,1034,18,20,10489,138,24-02-1994,163,64,Scotland,High/Medium,88.83333333,56.33333333,75,Midfielder,26,5510,66,83.48484848,24,33,24.08822312,3.5,3,0,222,20
ryanfredericks,2018,86,387,1149,15,23,4123,55,10-10-1992,177.8,72.8,England,High/Medium,92.2,67.4,71.4,Defender,26,0,0,0,0,0,23.02861749,3.5,1,0,0,0
ryanfredericks,2019,148,387,2362,27,28,4123,55,10-10-1992,177.8,72.8,England,High/Medium,92.2,67.4,71.4,Defender,27,1149,15,76.6,86,15,23.02861749,3.5,1,0,387,86
ryanfredericks,2020,66,387,612,13,29,4123,55,10-10-1992,177.8,72.8,England,High/Medium,92.2,67.4,71.4,Defender,28,3511,42,83.5952381,117,21,23.02861749,3.5,1,1,774,148
ryanmason,2016,387,387,973,16,20,973,16,13-06-1991,175,68,England,High/Medium,68.66666667,68,75,Midfielder,25,0,0,0,0,0,22.20408163,3.5,3,0,0,0
ryansessegnon,2018,12,188,2434,35,36,2795,40,18-05-2000,178,70.5,England,High/Medium,85.25,61.25,73,Midfielder,18,0,0,0,0,0,22.25097841,3.5,3,0,0,0
ryansessegnon,2019,134,188,361,5,19,2795,40,18-05-2000,178,70.5,England,High/Medium,85.25,61.25,73,Midfielder,19,2434,35,69.54285714,12,35,22.25097841,3.5,3,0,188,12
ryanshawcross,2016,18,393,3325,35,35,5827,62,04-10-1987,191,76,England,Medium/High,48.16666667,83.16666667,76.5,Defender,29,0,0,0,0,0,20.83276226,3.5,1,0,0,0
ryanshawcross,2017,46,393,2502,27,29,5827,62,04-10-1987,191,76,England,Medium/High,48.16666667,83.16666667,76.5,Defender,30,3325,35,95,18,35,20.83276226,3.5,1,0,393,18
saidoberahino,2016,100,134,1006,17,22,1556,32,04-08-1993,180,82.33333333,England,Medium/Medium,77,60.33333333,73.33333333,Forward,23,0,0,0,0,0,25.41152263,3,2,0,0,0
sambaldock,2017,107,140,40,2,12,40,2,15-03-1989,170,67,England,High/Medium,78,63.16666667,68.16666667,Forward,28,0,0,0,0,0,23.183391,3.5,2,0,0,0
sambyram,2016,99,1227,1328,18,22,2960,40,16-09-1993,181.5,72,England,High/Medium,74,70.66666667,72.33333333,Defender,23,0,0,0,0,0,21.85643057,3.5,1,0,0,0
sambyram,2017,236,1227,264,5,12,2960,40,16-09-1993,181.5,72,England,High/Medium,74,70.66666667,72.33333333,Defender,24,1328,18,73.77777778,99,18,21.85643057,3.5,1,0,1227,99
sambyram,2019,670,1227,1368,17,26,2960,40,16-09-1993,181.5,72,England,High/Medium,74,70.66666667,72.33333333,Defender,26,1592,23,69.2173913,167.5,11.5,21.85643057,3.5,1,1,2454,236
samfield,2020,85,327,74,3,5,932,21,08-05-1998,182.4,68.2,England,Medium/Medium,60.6,61.8,65.4,Midfielder,22,0,0,0,0,0,20.49909588,3,3,0,0,0
samirnasri,2016,89,850,20,1,1,275,6,26-06-1987,175,75,France,High/Medium,77.25,56.25,81.25,Midfielder,29,0,0,0,0,0,24.48979592,3.5,3,0,0,0
samirnasri,2018,101,850,255,5,9,275,6,26-06-1987,175,75,France,High/Medium,77.25,56.25,81.25,Midfielder,31,20,1,20,89,1,24.48979592,3.5,3,0,850,89
samjohnstone,2020,26,26,3515,37,37,3515,37,25-03-1993,193.3333333,85.33333333,England,Medium/Medium,0,0,71,Goalkeeper,27,0,0,0,0,0,22.82996433,3,0,0,0,0
sanderberge,2020,106,451,1185,15,15,2168,29,18-02-1998,193,92.16666667,Norway,Medium/High,71.66666667,79,71,Midfielder,22,0,0,0,0,0,24.74339356,3.5,3,0,0,0
scottarfield,2017,87,181,1395,18,26,3596,49,01-11-1988,178.5,75,Canada,High/High,68.5,69.5,72,Midfielder,29,0,0,0,0,0,23.5388273,4,3,0,0,0
scottcarson,2020,67,67,95,1,4,95,1,03-09-1985,189.6666667,86.66666667,England,Medium/Medium,0,0,72.16666667,Goalkeeper,35,0,0,0,0,0,24.09184553,3,0,0,0,0
scottdann,2017,349,438,1515,17,19,6838,81,14-02-1987,189,78.16666667,England,Low/Medium,41.33333333,72.33333333,76.5,Defender,30,0,0,0,0,0,21.88255275,2.5,1,0,0,0
scottdann,2018,26,438,709,10,19,6838,81,14-02-1987,189,78.16666667,England,Low/Medium,41.33333333,72.33333333,76.5,Defender,31,1515,17,89.11764706,349,17,21.88255275,2.5,1,1,438,349
scottdann,2019,51,438,1340,16,31,6838,81,14-02-1987,189,78.16666667,England,Low/Medium,41.33333333,72.33333333,76.5,Defender,32,2224,27,82.37037037,187.5,13.5,21.88255275,2.5,1,0,876,26
scottdann,2020,12,438,1425,15,30,6838,81,14-02-1987,189,78.16666667,England,Low/Medium,41.33333333,72.33333333,76.5,Defender,33,3564,43,82.88372093,142,14.33333333,21.88255275,2.5,1,0,1314,51
scottmctominay,2018,52,149,934,16,23,5856,89,08-12-1996,193,88,Scotland,High/High,64.25,76.5,72.5,Midfielder,22,0,0,0,0,0,23.6247953,4,3,0,0,0
scottmctominay,2019,80,149,1872,27,29,5856,89,08-12-1996,193,88,Scotland,High/High,64.25,76.5,72.5,Midfielder,23,934,16,58.375,52,16,23.6247953,4,3,0,149,52
scottmctominay,2020,17,149,2257,31,36,5856,89,08-12-1996,193,88,Scotland,High/High,64.25,76.5,72.5,Midfielder,24,2806,43,65.25581395,66,21.5,23.6247953,4,3,0,298,80
seadkolasinac,2017,10,281,2257,27,36,6136,78,20-06-1993,183,85.16666667,Bosnia Herzegovina,Medium/High,76.33333333,86.66666667,77.83333333,Defender,24,0,0,0,0,0,25.43123613,3.5,1,0,0,0
seadkolasinac,2018,75,281,1980,24,29,6136,78,20-06-1993,183,85.16666667,Bosnia Herzegovina,Medium/High,76.33333333,86.66666667,77.83333333,Defender,25,2257,27,83.59259259,10,27,25.43123613,3.5,1,0,281,10
seadkolasinac,2019,170,281,1804,26,29,6136,78,20-06-1993,183,85.16666667,Bosnia Herzegovina,Medium/High,76.33333333,86.66666667,77.83333333,Defender,26,4237,51,83.07843137,42.5,25.5,25.43123613,3.5,1,0,562,75
seadkolasinac,2020,12,281,95,1,4,6136,78,20-06-1993,183,85.16666667,Bosnia Herzegovina,Medium/High,76.33333333,86.66666667,77.83333333,Defender,27,6041,77,78.45454545,85,25.66666667,25.43123613,3.5,1,1,843,170
seanlongstaff,2018,120,177,722,9,15,3715,54,30-10-1997,180.25,65,England,High/Medium,60.75,56.75,66.5,Midfielder,21,0,0,0,0,0,20.00611726,3.5,3,0,0,0
seanlongstaff,2019,27,177,1486,23,26,3715,54,30-10-1997,180.25,65,England,High/Medium,60.75,56.75,66.5,Midfielder,22,722,9,80.22222222,120,9,20.00611726,3.5,3,1,177,120
seanlongstaff,2020,24,177,1507,22,31,3715,54,30-10-1997,180.25,65,England,High/Medium,60.75,56.75,66.5,Midfielder,23,2208,32,69,73.5,16,20.00611726,3.5,3,0,354,27
seanmorrison,2018,39,39,3205,34,34,3205,34,08-01-1991,194,84,England,Medium/High,49.16666667,77.5,72,Defender,27,0,0,0,0,0,22.31905622,3.5,1,0,0,0
sebastianlarsson,2016,105,108,1598,21,23,1598,21,06-06-1985,178,70,Sweden,Medium/Medium,54.66666667,71.66666667,73.33333333,Midfielder,31,0,0,0,0,0,22.09317005,3,3,0,0,0
sergeaurier,2018,114,197,593,8,19,6701,77,24-12-1992,175.6666667,75.66666667,Ivory Coast,High/High,80.83333333,80.33333333,80.66666667,Defender,26,0,0,0,0,0,24.52030577,4,1,0,0,0
sergeaurier,2019,22,197,2896,33,35,6701,77,24-12-1992,175.6666667,75.66666667,Ivory Coast,High/High,80.83333333,80.33333333,80.66666667,Defender,27,593,8,74.125,114,8,24.52030577,4,1,0,197,114
sergeaurier,2020,40,197,1683,19,25,6701,77,24-12-1992,175.6666667,75.66666667,Ivory Coast,High/High,80.83333333,80.33333333,80.66666667,Defender,28,3489,41,85.09756098,68,20.5,24.52030577,4,1,0,394,22
sergioromero,2017,165,177,95,1,30,285,3,22-02-1987,192,86.66666667,Argentina,Medium/Medium,0,0,79.16666667,Goalkeeper,30,0,0,0,0,0,23.50983796,3,0,0,0,0
sergioromero,2017,165,177,95,1,30,285,3,22-11-1988,173.4,70,Colombia,Medium/Medium,72.8,53,66.4,Goalkeeper,29,95,1,95,165,1,23.28090474,3,0,1,177,165
sergioromero,2018,12,177,0,0,29,285,3,22-02-1987,192,86.66666667,Argentina,Medium/Medium,0,0,79.16666667,Goalkeeper,31,190,2,95,165,1,23.50983796,3,0,1,354,165
sergioromero,2018,12,177,0,0,29,285,3,22-11-1988,173.4,70,Colombia,Medium/Medium,72.8,53,66.4,Goalkeeper,30,190,2,95,114,0.666666667,23.28090474,3,0,0,531,12
shaneduffy,2019,35,106,1322,19,32,8116,91,01-01-1992,193,76,Republic of Ireland,Medium/High,49.16666667,78.33333333,74.16666667,Defender,27,0,0,0,0,0,20.4032323,3.5,1,0,0,0
shanelong,2016,77,189,1374,32,33,6114,125,22-01-1987,178.6666667,73.66666667,Republic of Ireland,High/High,81.83333333,75.16666667,75,Forward,29,0,0,0,0,0,23.07724438,4,2,0,0,0
shanelong,2018,95,189,1345,26,28,6114,125,22-01-1987,178.6666667,73.66666667,Republic of Ireland,High/High,81.83333333,75.16666667,75,Forward,31,1374,32,42.9375,77,32,23.07724438,4,2,0,189,77
shanelong,2019,17,189,1461,26,31,6114,125,22-01-1987,178.6666667,73.66666667,Republic of Ireland,High/High,81.83333333,75.16666667,75,Forward,32,2719,58,46.87931034,86,29,23.07724438,4,2,0,378,95
shaunmaloney,2016,35,35,314,9,32,314,9,24-01-1983,170,69,Scotland,High/Medium,67,60,73.5,Forward,33,0,0,0,0,0,23.87543253,3.5,2,0,0,0
shinjiokazaki,2017,99,134,1388,27,29,3378,78,16-04-1986,173.5,75,Japan,High/High,69.83333333,70.5,75.5,Forward,31,0,0,0,0,0,24.9150811,4,2,0,0,0
shkodranmustafi,2016,86,296,2400,26,27,8871,102,17-04-1992,184,82.16666667,Germany,Medium/High,64.33333333,78,81.33333333,Defender,24,0,0,0,0,0,24.26945495,3.5,1,0,0,0
shkodranmustafi,2017,60,296,2399,27,30,8871,102,17-04-1992,184,82.16666667,Germany,Medium/High,64.33333333,78,81.33333333,Defender,25,2400,26,92.30769231,86,26,24.26945495,3.5,1,0,296,86
shkodranmustafi,2018,30,296,2740,31,35,8871,102,17-04-1992,184,82.16666667,Germany,Medium/High,64.33333333,78,81.33333333,Defender,26,4799,53,90.54716981,73,26.5,24.26945495,3.5,1,0,592,60
shkodranmustafi,2019,18,296,1275,15,18,8871,102,17-04-1992,184,82.16666667,Germany,Medium/High,64.33333333,78,81.33333333,Defender,27,7539,84,89.75,58.66666667,28,24.26945495,3.5,1,0,888,30
shkodranmustafi,2020,102,296,57,3,9,8871,102,17-04-1992,184,82.16666667,Germany,Medium/High,64.33333333,78,81.33333333,Defender,28,8814,99,89.03030303,48.5,24.75,24.26945495,3.5,1,0,1184,18
simonezaza,2016,25,151,480,8,11,480,8,25-06-1991,186,83.33333333,Italy,High/High,77.33333333,80.83333333,79.66666667,Forward,25,0,0,0,0,0,24.08756311,4,2,0,0,0
simonfrancis,2016,26,453,3108,34,34,8458,98,16-02-1985,187,89.6,England,High/Medium,61.6,73.6,74.2,Defender,31,0,0,0,0,0,25.62269439,3.5,1,0,0,0
simonfrancis,2017,28,453,2902,32,32,8458,98,16-02-1985,187,89.6,England,High/Medium,61.6,73.6,74.2,Defender,32,3108,34,91.41176471,26,34,25.62269439,3.5,1,0,453,26
simonfrancis,2018,269,453,1355,17,18,8458,98,16-02-1985,187,89.6,England,High/Medium,61.6,73.6,74.2,Defender,33,6010,66,91.06060606,27,33,25.62269439,3.5,1,0,906,28
simonfrancis,2019,130,453,1093,15,19,8458,98,16-02-1985,187,89.6,England,High/Medium,61.6,73.6,74.2,Defender,34,7365,83,88.73493976,107.6666667,27.66666667,25.62269439,3.5,1,1,1359,269
simonmignolet,2018,30,59,0,0,37,4465,47,06-03-1988,193,87,Belgium,Medium/Medium,0,0,79.16666667,Goalkeeper,30,0,0,0,0,0,23.35633171,3,0,0,0,0
simonmoore,2019,39,111,190,2,27,190,2,19-05-1990,191,83,England,Medium/Medium,0,0,65.66666667,Goalkeeper,29,0,0,0,0,0,22.75156931,3,0,0,0,0
