player_name,age,nationality,club,overall,potential,pace,shooting,passing,dribbling,physical,market_value
Kylian Alcantara,36,Morocco,Real Madrid,73,73,72,67,55,71,72,57042002
Bernardo Mahrez,31,Germany,Real Madrid,71,71,75,69,70,74,78,56983201
Ilkay Fernandes,23,Korea,Manchester City,65,74,68,70,71,72,68,53437369
Federico Ter Stegen,20,Uruguay,AC Milan,74,75,71,83,82,66,81,58866860
Federico Foden,38,England,Dortmund,89,91,80,87,91,75,97,71673268
Bruno Fernandes,21,Belgium,Atletico Madrid,95,98,90,99,89,89,99,77290295
Gavi Benzema,17,Brazil,Chelsea,75,75,77,89,61,74,84,60642076
Jan Courtois,24,Korea,Leipzig,77,79,75,71,73,78,71,61391108
Andre Suarez,40,Croatia,Roma,61,68,53,70,71,66,60,49813685
Jude Reus,39,Uruguay,Bayern Munich,57,60,48,65,52,46,54,45789623
Vinicius Modric,20,Belgium,Dortmund,62,65,76,57,71,53,71,50907459
Bernardo Camavinga,31,Belgium,Juventus,52,56,63,55,62,45,54,42072931
Vinicius Dias,27,France,Barcelona,93,93,98,99,99,99,97,73349317
Alisson Alcantara,28,Morocco,Arsenal,68,73,76,68,71,62,66,54949522
Ederson Busquets,18,Germany,Sevilla,57,60,58,67,68,54,57,46971434
Kylian Dias,35,Norway,Chelsea,86,91,71,91,93,89,89,68740595
Ruben Gavi,34,Croatia,Arsenal,65,68,70,64,72,76,71,53186167
Riyad Mane,26,Norway,PSG,62,64,60,64,59,58,59,48977560
Kevin Valverde,38,England,Inter Milan,80,80,75,80,83,72,78,64006596
Kevin Fernandes,18,Brazil,Leipzig,65,69,74,72,70,70,71,52917292
Diogo Di Maria,29,Italy,Ajax,50,57,54,56,47,46,56,41105951
Marco Alcantara,19,Morocco,Arsenal,55,58,49,42,42,49,67,44904939
Darwin Camavinga,36,Spain,Real Madrid,79,83,73,85,73,75,73,63841935
Karim Nunez,31,Spain,Atletico Madrid,63,65,50,58,65,60,65,50926950
Cristiano Suarez,40,Italy,Ajax,83,84,82,83,70,83,85,65494822
Bruno Mane,20,Italy,Juventus,74,74,64,65,79,78,75,59618658
Benjamin Fernandes,34,Belgium,Barcelona,86,95,93,87,98,92,77,70847531
Alisson Hernandez,34,England,Atletico Madrid,77,87,76,75,75,82,80,64682240
Luis Nunez,35,USA,Roma,58,58,57,52,55,50,52,45089800
Angel Pedri,17,Croatia,Leipzig,85,89,87,99,65,79,75,68855109
Ilkay Rice,27,Japan,Real Madrid,61,63,53,59,74,57,65,48561875
David Kane,21,Netherlands,Bayern Munich,76,85,81,86,76,66,83,63190901
Robert Mendy,28,Spain,Arsenal,59,61,53,62,66,49,63,46329222
Phil Lewandowski,34,Japan,Ajax,50,62,47,50,60,48,54,43413945
Marco Valverde,24,Korea,Manchester United,74,77,97,79,73,77,71,58662624
Darwin Nunez,29,Belgium,Manchester City,89,97,77,92,80,78,99,73718004
Eduardo Busquets,22,Belgium,Manchester City,95,99,99,99,88,99,93,77440386
Sadio Junior,33,Uruguay,Inter Milan,68,68,71,62,59,64,69,53475950
Phil Nunez,26,Uruguay,Roma,63,63,59,50,60,62,60,49478135
Vinicius Pedri,27,Croatia,Chelsea,63,66,54,61,60,69,54,50218893
Marcus Mount,34,Belgium,Ajax,84,86,90,77,86,85,80,66392942
Andre Pavard,23,Japan,Manchester United,68,82,77,83,85,63,64,58332660
Marc Gundogan,31,USA,PSG,87,87,78,92,74,85,84,68584545
Harry Haaland,24,Norway,Sevilla,51,55,44,42,56,51,50,42016518
Manuel Lewandowski,19,Morocco,Ajax,58,67,53,64,61,55,48,49150201
Achraf Mendy,34,Norway,Bayern Munich,95,99,96,99,88,89,90,76395332
David Nunez,33,Spain,Ajax,61,61,53,66,69,56,59,49023034
Declan De Bruyne,31,Japan,Inter Milan,70,76,77,67,82,78,67,56599233
Kylian Becker,35,Korea,Real Madrid,72,76,74,76,72,62,69,57930310
Ederson Jota,21,Norway,Leipzig,50,50,52,50,56,47,54,40423640
Benjamin Messi,40,Portugal,AC Milan,76,76,77,72,59,73,66,60496354
Eduardo Kane,19,France,AC Milan,57,60,59,40,55,63,65,45558881
Mohamed Courtois,28,Portugal,Liverpool,78,83,83,75,76,76,69,63742879
Bruno Suarez,33,Argentina,Roma,53,57,43,66,47,47,55,43851261
Karim Messi,37,Spain,Roma,82,86,80,83,72,77,76,66684983
Joao Courtois,36,Spain,Atletico Madrid,79,86,78,68,76,78,78,65097468
Manuel Gundogan,22,Italy,Roma,78,78,97,76,89,77,82,61289550
Angel Mahrez,17,Germany,Inter Milan,79,81,73,75,84,76,82,62709867
Federico Alcantara,23,Argentina,PSG,78,81,79,74,92,88,81,62652633
Cristiano Alcantara,38,Italy,Roma,77,77,83,82,62,91,79,59859346
Luis Rice,35,Brazil,Liverpool,71,78,84,83,83,73,74,58959916
Karim Junior,34,Argentina,Manchester United,91,91,88,97,76,84,99,71650210
Karim Salah,33,USA,Roma,52,56,51,47,61,67,57,43060908
Eduardo Mbappe,37,Italy,Bayern Munich,63,63,66,47,57,58,69,49334766
Gavi Mahrez,34,USA,Manchester United,74,83,83,78,61,80,87,62181212
Mason Alcantara,18,Croatia,PSG,73,74,77,77,82,62,66,57598823
Kylian Salah,27,Morocco,PSG,87,87,97,79,91,91,96,69666485
Riyad Pogba,21,Argentina,PSG,67,69,65,77,71,68,66,52926122
Marco Rice,17,Morocco,Juventus,57,65,63,43,56,71,59,47195195
Jude Benzema,22,Norway,Barcelona,91,97,92,83,89,81,96,73897611
Andre Suarez,27,Italy,Liverpool,70,77,76,64,73,68,65,56958664
Paul Modric,34,Argentina,Liverpool,68,68,61,70,70,73,62,53404947
Harry Kane,40,Japan,Atletico Madrid,76,83,66,78,85,81,81,62980270
Alisson Nunez,35,Netherlands,Manchester City,83,92,84,94,78,79,82,68910797
Benjamin Valverde,27,Japan,Juventus,61,65,62,60,56,62,55,50045650
Sergio Mount,37,Italy,Leipzig,50,55,53,50,49,60,51,41125337
Angel Suarez,29,Netherlands,Ajax,84,92,70,78,70,89,80,68103808
Robert Di Maria,35,Uruguay,Barcelona,84,84,84,77,75,79,78,66428363
Jan Alcantara,18,Uruguay,Chelsea,63,63,54,57,56,57,54,49355061
Benjamin Jota,28,Germany,Manchester United,53,53,56,55,58,63,50,42624288
Darwin Courtois,31,Uruguay,Roma,60,60,56,69,60,51,51,47027123
Sergio Mbappe,26,Spain,Manchester United,89,89,94,90,93,99,87,71158836
Sadio Gavi,24,Japan,Roma,63,68,61,69,70,60,65,50729566
Vinicius Gavi,27,Korea,Leipzig,50,56,46,51,47,56,40,42174318
Luis Busquets,36,Japan,Manchester City,53,62,40,61,43,56,46,43665106
Benjamin Gavi,36,Korea,Manchester United,75,75,75,84,67,65,79,59808868
Neymar Ter Stegen,36,Brazil,Juventus,57,63,49,55,64,48,61,45806349
Kevin Nunez,37,Morocco,Bayern Munich,79,88,92,85,79,70,77,65255439
Alisson Di Maria,25,France,Atletico Madrid,71,82,71,70,77,72,65,59538612
Gavi Gavi,25,Uruguay,Real Madrid,73,86,68,66,70,73,71,61443659
Ruben Pavard,28,Netherlands,Atletico Madrid,73,75,72,79,78,82,75,58183067
Marc Courtois,24,Morocco,Manchester City,89,96,98,87,86,97,99,73350020
Neymar Felix,26,Portugal,Liverpool,79,88,75,63,77,78,81,66056758
Mason Rice,23,Brazil,PSG,73,77,83,67,76,78,65,60107181
Neymar Alcantara,39,Belgium,Barcelona,75,75,63,80,83,93,71,59841218
Marco Rice,39,Uruguay,Inter Milan,86,90,98,83,99,80,76,69530177
Vinicius Courtois,22,Morocco,Juventus,74,81,58,86,73,75,67,61372305
Ruben Modric,26,USA,Barcelona,65,65,46,70,68,61,59,51326019
Alisson Gavi,22,Morocco,PSG,80,80,83,84,78,86,82,63581747
Bernardo Rice,33,France,Arsenal,66,74,72,69,61,62,65,54425674
Lionel Silva,19,Spain,Liverpool,69,75,71,78,77,65,72,56516995
Angel Mane,36,Spain,PSG,65,70,49,70,65,70,70,52566923
Manuel Gundogan,26,England,Manchester City,76,76,68,73,82,76,79,60703223
Ruben Reus,32,France,Barcelona,88,92,89,96,90,92,85,70253195
Paul Hernandez,28,Brazil,Ajax,50,62,40,57,54,46,51,43150777
Luis Benzema,31,Argentina,Liverpool,75,75,70,62,88,76,65,58695110
Kevin Haaland,39,France,Leipzig,65,68,60,56,66,67,63,52322680
Neymar Fernandes,36,Brazil,Leipzig,59,67,71,68,67,69,61,48868344
Rodrygo Rashford,17,Portugal,Bayern Munich,83,89,79,84,74,72,82,67534004
Bernardo Pogba,17,England,Barcelona,92,92,87,91,97,98,97,73953999
Luka Pedri,36,Germany,PSG,82,87,83,67,78,93,75,65675522
Robert Felix,20,Uruguay,Manchester United,75,75,80,71,88,79,82,58875416
Rodrygo Silva,40,Uruguay,Juventus,72,72,61,62,76,68,68,55977336
Erling Felix,29,Belgium,Chelsea,71,76,80,67,74,59,79,58391456
Achraf Hernandez,36,Morocco,Barcelona,63,63,55,71,59,58,69,48933355
Bernardo Jota,36,Norway,Atletico Madrid,73,78,77,73,61,71,85,58824524
Federico Salah,39,Netherlands,Atletico Madrid,71,77,64,78,80,71,70,57193830
Jan Silva,38,USA,Ajax,80,86,91,88,87,84,89,65839798
Eduardo Ronaldo,39,Italy,Arsenal,55,60,46,55,57,52,57,45011549
Rodrygo Pavard,36,Portugal,Roma,64,64,54,66,54,62,67,50726495
Eduardo Messi,38,Spain,Dortmund,66,66,54,63,59,64,71,52491659
Paul Benzema,20,Germany,AC Milan,70,79,69,67,69,60,65,58090891
Mohamed Busquets,34,France,Ajax,75,78,88,82,68,61,79,59747087
Thomas Mendy,22,Argentina,Atletico Madrid,68,73,64,77,65,62,66,56210659
Erling Gavi,38,Spain,Bayern Munich,65,70,65,44,53,63,68,53328164
Lionel Fernandes,25,Belgium,Ajax,88,88,83,91,92,84,91,70031180
Eduardo Dias,40,Spain,Real Madrid,91,96,98,74,91,88,89,73925889
Mohamed Nunez,33,Italy,Barcelona,80,86,65,80,82,81,76,64401522
Erling Benzema,30,Morocco,PSG,94,94,93,99,94,89,99,74786602
Thomas Courtois,20,USA,Dortmund,72,74,74,71,57,65,72,57019862
Mohamed Messi,17,Netherlands,PSG,88,90,81,86,89,81,86,71529487
Sergio Reus,22,France,Barcelona,75,88,79,81,60,81,75,63004806
Jan Foden,31,Germany,Arsenal,50,58,43,48,76,40,47,41591250
Thiago Mane,17,England,Sevilla,52,59,56,48,54,48,40,42962209
Marc Gavi,38,Norway,Juventus,63,63,71,64,65,48,55,50184942
Lionel Busquets,18,Norway,Liverpool,71,74,65,70,80,63,65,57970674
Robert Suarez,38,Brazil,Roma,71,73,76,69,74,71,67,56057968
Darwin Ronaldo,17,Croatia,Arsenal,62,62,67,64,64,70,62,50026264
Marco Benzema,31,Portugal,Roma,55,59,52,47,40,68,49,44331630
Jan Mendy,35,Spain,Dortmund,75,76,67,79,70,76,74,60492822
Riyad Pedri,26,Morocco,Juventus,59,64,49,49,60,54,57,48505831
Paul Gavi,29,Spain,Real Madrid,69,72,69,72,64,70,72,55214583
Angel Modric,27,USA,Real Madrid,73,78,85,73,79,75,73,59945152
Harry Becker,23,Netherlands,Bayern Munich,69,69,63,75,69,71,74,54251330
Bernardo Mane,19,Uruguay,AC Milan,69,73,75,71,77,57,65,55737826
Andre Silva,18,Uruguay,Inter Milan,57,60,59,57,54,40,46,46665444
Marc Busquets,21,France,Dortmund,58,58,63,65,60,65,56,46215812
Vinicius De Bruyne,22,USA,Sevilla,62,64,72,54,65,70,60,49694493
Sergio Reus,40,Korea,Arsenal,66,72,57,64,75,70,69,53128086
Rodrygo Pogba,39,Portugal,Barcelona,75,81,66,82,65,76,80,62009785
Robert Pedri,30,Brazil,PSG,84,84,78,71,79,86,76,67199855
Paul Benzema,36,Argentina,Liverpool,67,70,58,51,75,81,68,53293916
Joao Suarez,23,Italy,Liverpool,81,81,68,90,94,84,84,64431113
Benjamin Gundogan,21,England,Dortmund,70,70,65,58,75,72,65,55520931
Rodrygo Messi,31,Netherlands,Dortmund,82,84,96,91,99,77,86,66057551
Eduardo Jota,29,Argentina,Ajax,70,76,66,64,68,80,77,57530815
Sadio Gundogan,25,Morocco,AC Milan,71,79,59,67,86,70,70,57703512
Riyad Gundogan,18,Spain,Roma,52,58,44,52,45,40,51,43324177
Declan Valverde,26,Italy,Liverpool,95,97,83,96,88,97,99,75352639
Andre Foden,36,Belgium,Roma,75,88,78,73,78,77,78,62991462
Karim Junior,17,Italy,Chelsea,61,61,62,57,64,57,57,47980872
Bruno De Bruyne,28,France,Arsenal,75,79,68,77,79,78,65,60699013
Luis Valverde,37,Japan,Barcelona,58,60,52,66,64,61,62,46231885
Sergio Busquets,22,France,Chelsea,64,73,47,71,55,65,64,52602386
Karim Felix,29,Spain,Roma,51,52,59,57,43,51,55,40843690
Bernardo Fernandes,24,Belgium,Atletico Madrid,56,59,43,63,59,55,53,45146737
Declan Felix,33,Norway,Chelsea,89,89,95,98,91,93,89,71418873
Benjamin Nunez,22,Norway,Barcelona,65,72,60,59,67,71,58,54484188
Ilkay Di Maria,31,Portugal,Dortmund,82,84,78,78,84,77,88,66577084
Eduardo Messi,29,Belgium,Ajax,84,99,86,93,79,94,75,71060934
Darwin Dias,26,USA,Inter Milan,85,96,82,85,88,80,81,70991199
Diogo Haaland,24,Belgium,Ajax,59,59,72,59,46,55,58,45804218
Neymar Salah,27,France,Barcelona,63,64,56,58,70,52,64,50218198
Phil Pedri,21,USA,Bayern Munich,92,96,99,93,81,83,92,75110350
Cristiano Salah,23,Korea,Atletico Madrid,70,71,68,65,63,78,76,55186021
Federico Gundogan,24,Uruguay,Arsenal,70,72,81,82,77,72,67,55397609
David Gundogan,19,Germany,Barcelona,78,80,66,75,76,82,84,63057998
Paul Becker,38,USA,Leipzig,71,71,65,63,72,55,72,55887149
Marc Suarez,32,Morocco,Roma,69,69,70,67,81,64,58,53700175
Andre Di Maria,18,Morocco,Liverpool,73,80,72,64,79,69,69,59215191
Angel Alcantara,39,Spain,Leipzig,70,70,59,68,77,68,73,55630237
Declan Pedri,40,Spain,AC Milan,65,71,56,53,81,60,72,52788982
Sergio Foden,21,Croatia,Real Madrid,73,73,68,72,84,72,71,58383940
Kevin Mbappe,32,Germany,Ajax,61,61,59,59,55,61,51,47953106
Darwin Pogba,18,France,Liverpool,85,89,85,90,97,77,84,68520580
Jan Pavard,30,Korea,Real Madrid,74,78,69,71,86,72,74,60488097
Ilkay Pogba,20,England,Chelsea,63,64,63,61,58,58,62,50100163
Jude Ronaldo,30,France,Manchester United,78,78,74,62,71,72,74,60981035
Jan Gundogan,20,Portugal,Ajax,66,68,63,68,56,61,56,52159565
Diogo Alcantara,40,Morocco,Bayern Munich,73,73,82,70,87,53,60,58157418
Marco Fernandes,37,Croatia,Manchester City,87,87,75,76,97,93,85,69071728
Declan Silva,19,Portugal,Atletico Madrid,64,64,63,63,56,61,63,50394731
Achraf Mane,23,Uruguay,Manchester City,81,88,71,74,97,90,80,65539091
Erling Mendy,25,France,Liverpool,60,60,75,64,57,65,64,47145184
Federico Benzema,27,Belgium,Bayern Munich,82,82,76,75,69,72,74,64654740
Federico Camavinga,26,Portugal,Ajax,74,79,63,74,84,96,69,59930645
Rodrygo Alcantara,18,France,Bayern Munich,80,86,93,80,82,69,80,65456188
Federico Kane,40,England,Manchester City,72,72,77,73,77,64,67,57453044
Darwin Silva,27,Croatia,Barcelona,83,83,79,83,75,93,80,65596188
Kevin Alcantara,34,Italy,Chelsea,75,81,70,74,85,62,79,60346462
Cristiano Ter Stegen,22,USA,Arsenal,60,62,61,44,61,55,56,48643115
Marc Busquets,37,Korea,Leipzig,71,73,80,87,62,67,84,56546799
David Mbappe,23,Brazil,Roma,85,97,77,89,94,77,84,71403921
Harry Silva,39,England,Sevilla,66,73,69,53,69,76,58,53827766
Kevin Modric,25,Belgium,Bayern Munich,56,56,44,54,64,56,42,44620116
Mason Ronaldo,32,France,Roma,74,74,73,75,71,69,85,58842362
Ederson Jota,22,Germany,PSG,70,70,62,88,74,64,69,55004978
Kylian Fernandes,27,Korea,Bayern Munich,82,82,87,86,82,71,99,65442221
Achraf Suarez,31,Italy,AC Milan,59,67,52,51,66,53,59,48380842
Paul Lewandowski,36,Italy,Manchester United,65,70,62,68,67,67,63,52606998
Thiago Mount,36,France,Manchester City,70,74,72,58,57,61,76,56933972
Neymar Foden,17,Uruguay,Bayern Munich,78,80,84,75,71,86,80,63420223
Joao Camavinga,36,Netherlands,Atletico Madrid,82,91,85,92,74,87,81,68535634
Erling Gundogan,32,England,Real Madrid,73,73,79,59,84,88,71,57698683
Robert Hernandez,17,Spain,Leipzig,77,82,73,78,83,75,78,63138504
Achraf Di Maria,27,Korea,PSG,74,74,70,72,69,71,78,58530173
Jan Mahrez,33,Italy,Real Madrid,68,73,60,68,66,78,73,55861740
Kylian Modric,22,Brazil,Liverpool,68,68,57,85,62,68,74,54107848
Mason Ronaldo,23,Argentina,Juventus,65,75,63,67,61,67,63,53936473
Bruno Rashford,32,Morocco,PSG,72,75,77,67,75,71,83,58049939
Andre Mendy,40,England,Dortmund,75,75,82,68,79,76,71,59533184
Karim Nunez,27,Norway,Leipzig,65,69,65,64,76,67,67,51941909
Erling Dias,25,Italy,Leipzig,75,75,75,76,76,81,81,60011433
Bernardo Valverde,34,France,Leipzig,73,76,69,63,66,76,70,58619236
Manuel Gundogan,27,France,Arsenal,61,61,63,53,70,60,70,49057813
Federico Dias,28,England,AC Milan,81,85,80,82,79,99,84,64466856
Neymar De Bruyne,37,Belgium,Manchester United,57,59,57,61,49,58,52,45652218
Federico Valverde,40,Italy,Roma,50,52,48,53,52,50,53,39959213
Marcus Hernandez,20,Spain,Manchester United,67,67,87,63,71,63,60,53005960
Achraf Hernandez,21,Portugal,Manchester City,76,79,82,81,82,75,75,62115855
Joao Becker,35,Spain,Ajax,73,82,67,66,88,60,76,60116840
Kylian Messi,17,Italy,Chelsea,50,50,57,48,40,50,43,39280424
Erling Fernandes,28,Spain,Dortmund,71,73,70,90,71,67,85,56334500
Cristiano Jota,30,Italy,Manchester City,68,79,66,66,74,65,58,56531168
Ederson Valverde,23,Portugal,Bayern Munich,82,82,90,83,83,86,84,64444103
Manuel Mendy,22,Netherlands,Roma,75,88,81,65,79,75,66,63341710
Mason Felix,30,Brazil,Chelsea,71,74,83,66,57,67,77,58073775
Manuel Mane,36,Croatia,AC Milan,70,72,52,62,71,69,70,55002421
Sergio Gundogan,19,Argentina,Leipzig,74,74,77,75,71,72,75,59240191
Riyad Valverde,22,Croatia,Bayern Munich,64,72,62,70,75,64,53,53944713
Marc Mane,33,Argentina,Real Madrid,53,53,46,64,48,62,47,41080754
Ruben Rice,27,Portugal,Atletico Madrid,66,66,61,58,67,79,69,52612996
David Dias,23,USA,Roma,59,62,51,52,53,70,55,48561821
Paul Fernandes,26,Belgium,Liverpool,73,78,64,72,75,84,68,58821711
Vinicius Foden,22,Korea,Manchester City,73,73,73,77,58,68,71,58058496
Robert Mahrez,29,Norway,Juventus,68,68,64,73,59,71,79,52851669
Erling Junior,25,USA,Atletico Madrid,64,72,77,65,77,56,68,52717672
David Junior,21,Belgium,Dortmund,76,76,78,77,80,82,75,60595690
Declan Pedri,23,Japan,Juventus,71,84,68,58,77,72,60,59843353
Lionel Valverde,31,Uruguay,Bayern Munich,70,71,84,76,71,68,80,55780124
Angel Lewandowski,37,USA,AC Milan,94,94,96,92,93,93,97,74198744
Manuel Alcantara,24,Japan,Atletico Madrid,71,71,74,72,77,69,77,56690138
Pedri Rashford,19,France,Chelsea,55,55,59,48,65,57,61,43467354
Harry Courtois,21,Korea,Atletico Madrid,76,76,62,67,71,83,76,60998319
Pedri Alcantara,18,Italy,Sevilla,84,84,79,85,76,72,80,66157865
Robert Courtois,39,Croatia,Real Madrid,63,63,53,57,67,67,64,50529831
Marco Reus,39,Argentina,Barcelona,85,85,99,83,88,76,86,68042022
Pedri Haaland,27,Norway,Leipzig,67,69,72,74,57,69,64,54657862
Lionel Junior,20,Norway,Bayern Munich,72,74,73,64,71,75,69,56830741
Karim Alcantara,30,Japan,Manchester City,63,65,50,80,57,60,73,50549121
Angel Pedri,38,Belgium,Bayern Munich,75,78,61,68,77,76,79,60585145
Benjamin Ter Stegen,17,Belgium,Arsenal,59,59,58,62,66,62,65,47469078
Thiago Di Maria,37,Portugal,Manchester City,61,72,73,63,59,66,68,51612267
Andre Suarez,19,Belgium,Juventus,86,86,72,99,93,91,85,68362357
Robert Becker,23,France,Sevilla,80,80,83,69,64,80,80,63850623
Thiago Ronaldo,25,Norway,Arsenal,54,56,65,64,48,47,60,42806692
Federico Jota,31,Belgium,Roma,79,84,71,77,86,78,81,63760762
Harry Reus,23,Portugal,Ajax,83,95,86,80,88,74,92,69901332
Erling Mount,38,Japan,Real Madrid,73,80,74,77,63,55,68,60129527
Marc Busquets,24,Korea,Inter Milan,61,63,59,58,67,57,61,49417662
Jude Pedri,37,Italy,Dortmund,80,85,89,83,91,82,83,64160935
Mason Messi,40,Japan,Roma,66,79,67,66,55,49,68,56138228
Gavi Pavard,26,Portugal,Barcelona,73,73,64,76,65,73,71,58145579
Pedri Benzema,20,Japan,Arsenal,54,61,57,51,52,59,60,44773074
Gavi Dias,38,Germany,Manchester United,71,76,75,72,82,65,76,56794626
Kevin Kane,40,Japan,Chelsea,76,77,83,74,70,77,72,60111974
Angel Fernandes,31,France,Leipzig,67,68,62,68,63,75,64,53376142
Federico Felix,28,Italy,Roma,65,65,79,69,81,58,62,52207015
Marco Junior,26,Argentina,Manchester United,62,68,63,57,73,55,63,50930851
Ruben Ter Stegen,18,Morocco,Real Madrid,70,74,71,75,59,80,80,57277183
Gavi Valverde,29,Portugal,Juventus,69,71,70,66,55,77,64,56111051
Luis Silva,39,Netherlands,Chelsea,75,75,73,66,64,66,79,59495873
Jan Mahrez,20,Norway,Bayern Munich,66,66,56,63,66,60,66,52134140
Eduardo De Bruyne,40,Korea,Manchester City,75,75,62,74,84,56,73,58318681
Declan Mbappe,21,Belgium,PSG,76,77,85,67,78,75,72,61635344
Alisson Salah,19,Portugal,Barcelona,77,78,84,74,67,70,82,62363905
Riyad Kane,36,Norway,PSG,80,80,69,88,80,85,83,63985544
Riyad Reus,27,Belgium,Chelsea,79,79,75,52,90,75,74,63163959
Kevin De Bruyne,33,Uruguay,Arsenal,73,78,75,75,73,69,76,59961328
Pedri Camavinga,30,Japan,AC Milan,61,61,76,60,60,50,55,48185946
Angel Camavinga,24,Argentina,Sevilla,75,76,73,77,71,67,75,59160332
David Foden,20,Morocco,Manchester United,74,78,59,78,76,78,75,59120161
Pedri Mahrez,33,Portugal,Bayern Munich,67,77,83,60,67,73,71,56221579
Gavi Fernandes,36,Uruguay,Arsenal,67,67,68,59,63,64,62,52416428
Benjamin Mahrez,34,Germany,Manchester United,75,77,74,69,77,73,87,60763506
Achraf Salah,21,Japan,Leipzig,77,80,65,72,64,77,84,62416317
Neymar Mount,19,Uruguay,PSG,79,83,69,97,70,76,74,64431681
Ilkay Dias,35,Uruguay,Arsenal,72,73,79,79,72,66,72,57578185
Mason Messi,38,Germany,Chelsea,75,77,75,66,77,76,69,58921996
Harry Mbappe,22,England,Juventus,73,73,69,72,73,70,76,57835092
Andre Suarez,17,Japan,Real Madrid,59,59,56,56,61,54,57,47787152
Angel Felix,34,Belgium,Ajax,74,82,81,75,72,76,72,60196928
Jan Haaland,26,Uruguay,Dortmund,60,66,53,70,62,61,51,48417249
Pedri Rice,31,Morocco,Manchester City,78,85,68,70,81,85,75,64464815
Sadio Rashford,28,Brazil,Real Madrid,81,86,87,77,95,77,78,66572419
Eduardo Gavi,31,Belgium,Inter Milan,57,58,48,50,49,49,53,45277771
Neymar Hernandez,17,Korea,Dortmund,73,73,78,65,79,77,67,57089025
Ederson Ter Stegen,33,Croatia,Bayern Munich,84,84,86,72,95,76,92,66569407
Eduardo Mendy,39,Italy,Sevilla,61,67,57,65,58,62,58,49745391
Erling Mahrez,34,Korea,PSG,73,73,82,82,90,77,79,58002010
Rodrygo Jota,29,USA,AC Milan,86,86,69,88,99,77,82,68613065
Cristiano Mane,22,Netherlands,Inter Milan,78,84,75,75,73,72,72,64601125
Sergio Camavinga,17,Brazil,Dortmund,59,66,65,57,76,66,58,49124484
Federico De Bruyne,38,Argentina,Manchester United,76,76,61,71,86,74,87,60757556
Paul Foden,26,Netherlands,Ajax,77,80,82,75,80,72,69,62468661
Mohamed Haaland,36,Germany,Bayern Munich,80,85,69,89,83,90,83,64545477
Cristiano Pogba,18,France,Real Madrid,74,79,62,79,62,70,82,61183681
Lionel Ter Stegen,18,Uruguay,Ajax,60,70,63,66,54,52,51,50772155
Jude Di Maria,24,Germany,Chelsea,85,89,80,96,88,87,74,68083814
Pedri Ronaldo,34,Germany,Atletico Madrid,73,73,74,83,54,68,77,58123029
Diogo Courtois,38,Spain,Dortmund,50,55,56,57,45,59,42,40692091
Thiago Busquets,17,Croatia,Ajax,81,83,78,82,92,76,87,65193004
Riyad Mount,17,USA,Manchester City,63,68,76,65,57,58,58,51239208
Marco Salah,19,Argentina,Manchester City,76,79,63,83,76,83,77,61509308
Kylian Salah,22,England,Inter Milan,68,73,71,67,78,69,65,54735729
Erling Foden,31,USA,Barcelona,69,76,70,72,78,65,69,57569878
Bruno Ter Stegen,39,Spain,Chelsea,69,75,64,65,86,66,71,55646464
Bruno Di Maria,21,Japan,Bayern Munich,66,71,55,65,52,70,63,53310758
Achraf Ronaldo,37,Korea,Liverpool,72,74,72,67,72,66,71,58153935
Vinicius Pavard,40,Germany,Chelsea,88,88,99,79,92,93,94,69756117
Robert Fernandes,38,Norway,Chelsea,66,72,58,66,68,61,60,54165886
Gavi Pedri,40,Germany,Manchester City,79,79,87,72,74,75,81,63123868
Ilkay Becker,30,Belgium,AC Milan,52,57,60,51,54,46,53,43350310
Alisson Felix,26,Japan,Atletico Madrid,65,69,51,59,48,57,57,51894986
Joao Felix,17,England,PSG,72,74,73,77,58,77,76,58103343
Diogo Suarez,32,Croatia,Roma,88,88,80,81,89,86,99,69751780
Kevin Becker,38,Germany,Dortmund,92,93,99,91,78,95,94,73471582
Karim Haaland,17,Germany,Sevilla,81,81,86,71,77,85,75,65391254
Mason Silva,29,France,Arsenal,85,85,89,83,89,78,99,68135563
Sadio Busquets,24,France,Dortmund,63,63,76,60,65,58,70,49741372
Ilkay Mahrez,17,Netherlands,Juventus,69,75,61,74,64,62,77,57561406
Andre Kane,19,Brazil,Liverpool,66,68,66,58,63,58,55,52677012
Marc Alcantara,38,Belgium,PSG,52,52,48,45,44,51,40,39947594
Kylian Rashford,19,Morocco,Atletico Madrid,77,77,79,58,74,64,70,61443168
Marco Fernandes,37,France,Sevilla,59,62,54,51,58,66,68,46888936
Harry Felix,20,Uruguay,Inter Milan,75,80,65,74,82,79,73,60460209
Andre Nunez,21,Netherlands,Inter Milan,66,66,64,55,61,54,61,53263817
Phil Felix,26,Croatia,Juventus,55,61,49,61,75,46,43,45275799
Pedri Silva,37,USA,Sevilla,58,59,57,67,54,58,58,46014664
Andre Pedri,29,Italy,Leipzig,75,82,94,66,89,79,68,61618797
Karim Messi,20,England,Juventus,76,83,78,74,82,81,88,62162482
Alisson Fernandes,33,Netherlands,Inter Milan,66,66,63,57,55,70,70,53019064
Robert Mendy,33,Portugal,Barcelona,77,77,80,75,74,78,78,61498689
Sadio Dias,21,Morocco,Atletico Madrid,73,79,78,88,71,79,73,60248074
Federico Pavard,24,Portugal,Sevilla,59,66,56,59,67,57,53,48340820
Declan Pogba,31,Brazil,Manchester United,73,88,68,87,69,86,66,61595542
Sergio Haaland,25,France,Inter Milan,84,85,84,85,82,81,76,67070613
