player_name,age,nationality,club,league,position,overall,potential,pace,shooting,passing,dribbling,physical,matches,goals,assists,minutes,injury_count,market_value
Thiago Dias,37,Morocco,Atletico Madrid,Eredivisie,LM,71,71,68,61,58,68,71,25,9,7,1800,3,70710000
Gavi Rashford,32,Uruguay,Bayern Munich,Serie A,LW,68,76,78,73,79,70,74,10,1,1,570,0,70610000
Marc Benzema,29,Spain,Manchester City,Primeira Liga,CM,74,81,64,91,83,89,88,30,8,7,2520,0,76620000
David Nunez,18,France,Juventus,Saudi League,RB,78,81,95,94,86,77,76,36,11,9,2232,0,79390000
Rodrygo Mane,26,Korea,Sevilla,Ligue 1,CB,70,73,63,63,74,61,71,49,17,10,3381,3,71530000
Pedri Havertz,28,Morocco,Chelsea,La Liga,CF,76,83,84,61,67,77,74,35,14,8,2170,5,78940000
Marcus Olmo,22,Norway,AC Milan,Serie A,LM,70,70,80,66,85,62,83,28,5,5,1932,1,69810000
Kylian Olmo,34,Argentina,Manchester City,Saudi League,CF,85,85,78,74,81,83,75,26,11,10,1534,1,84870000
Ilkay Valverde,36,Colombia,Real Madrid,Premier League,RB,80,85,89,74,76,80,77,45,12,9,2565,4,81880000
Darwin Lewandowski,17,Colombia,Liverpool,Premier League,CDM,95,95,87,98,93,99,98,20,2,8,1520,1,94760000
Gavi Benzema,25,Croatia,Bayern Munich,Primeira Liga,LB,74,74,78,80,80,88,78,24,7,7,1824,4,73850000
Bruno Silva,20,Spain,Chelsea,Ligue 1,LB,73,73,71,86,78,75,66,33,11,5,2706,0,73150000
Marco Messi,26,Germany,Manchester City,La Liga,RB,79,79,69,77,62,77,83,19,6,6,1349,3,78780000
Phil Messi,37,Chile,Juventus,Saudi League,LW,54,54,46,50,45,43,48,40,9,9,2360,0,53710000
David Busquets,35,Portugal,Bayern Munich,Eredivisie,GK,73,73,53,80,77,80,75,22,6,4,1518,1,72600000
Achraf Mendy,36,Morocco,Inter Milan,La Liga,GK,64,67,75,54,67,57,48,44,15,14,2508,1,65230000
Thomas Felix,39,Brazil,Barcelona,Serie A,CF,75,84,70,58,65,58,93,26,6,7,1716,3,78120000
Marc Busquets,20,Colombia,Manchester United,Eredivisie,RW,64,67,64,73,73,46,84,20,7,5,1260,1,65150000
Achraf Benzema,33,Croatia,Atletico Madrid,Serie A,RM,86,87,75,84,86,83,65,22,3,4,1584,2,85890000
Declan Junior,25,Italy,Benfica,Ligue 1,RW,64,64,60,58,59,64,71,18,4,2,1494,4,63700000
Luis Alcantara,40,Portugal,Bayern Munich,La Liga,LM,70,73,79,73,78,62,72,21,6,4,1071,4,70700000
Luis Mbappe,30,Chile,Ajax,Eredivisie,CB,79,79,78,83,90,72,69,36,8,11,2376,2,78800000
David Rice,18,Colombia,AC Milan,Premier League,CB,67,87,72,73,86,71,58,39,13,12,1989,3,75290000
Harry Mahrez,28,Chile,Sevilla,La Liga,RW,62,66,85,64,64,53,36,29,11,5,2523,1,63590000
Sergio Nunez,18,Portugal,Benfica,Serie A,CM,73,75,81,90,92,67,54,25,10,7,1350,2,73940000
Jude Pogba,31,England,Al Hilal,La Liga,CDM,70,72,57,78,72,56,71,14,6,0,952,4,70480000
Jan Mahrez,35,USA,Bayern Munich,Bundesliga,CM,80,84,94,99,99,85,77,28,9,6,2128,1,81350000
Thomas Mendy,40,Portugal,PSG,Ligue 1,ST,83,83,82,82,99,70,88,44,15,12,2860,0,82950000
Ederson Mount,20,France,Real Madrid,Premier League,GK,95,97,99,99,93,98,85,26,9,2,1976,3,95850000
Achraf Mbappe,38,Portugal,AC Milan,Eredivisie,LW,65,68,72,69,74,69,65,28,10,8,2212,0,65940000
Thiago Salah,30,Morocco,Dortmund,La Liga,CM,64,69,62,69,66,72,63,25,7,6,1350,5,65750000
Sadio Dias,20,England,Juventus,Saudi League,LW,74,85,66,57,72,76,68,18,5,5,936,4,78250000
Reece Havertz,30,Uruguay,AC Milan,Saudi League,LM,65,66,60,51,78,52,63,43,15,12,3612,0,65550000
Achraf Haaland,38,France,Inter Milan,Primeira Liga,RM,66,70,70,66,62,69,72,35,12,7,1855,0,67440000
Luis Foden,17,Argentina,Real Madrid,Ligue 1,RW,79,79,65,77,73,64,95,36,14,9,2448,1,79360000
Josko Dias,33,Netherlands,Dortmund,Premier League,CF,86,86,95,88,78,87,74,22,8,3,1430,2,85740000
Angel Rashford,37,Brazil,Sevilla,Ligue 1,LB,73,73,49,83,65,68,77,36,11,6,2988,2,72810000
Angel Foden,20,Norway,Manchester United,Premier League,RW,83,86,82,58,73,73,79,11,2,0,561,0,83900000
Cristiano Gundogan,17,Uruguay,Manchester United,Premier League,RW,65,72,67,79,79,71,66,20,5,1,1040,2,67710000
Rodrygo Modric,31,USA,Al Nassr,Premier League,GK,69,69,69,85,65,88,70,10,5,5,620,1,68630000
Neymar Mahrez,31,Argentina,Barcelona,Premier League,LW,59,61,49,51,51,77,45,15,3,2,960,4,59330000
Manuel De Bruyne,33,Colombia,Arsenal,Serie A,LM,60,65,59,76,57,76,53,46,11,11,2530,0,61890000
Erling Musiala,29,Portugal,Porto,Ligue 1,RW,72,72,89,84,63,66,77,18,4,7,1098,5,71620000
Ederson Mahrez,19,Italy,Dortmund,Primeira Liga,CM,67,67,64,70,86,54,75,21,7,2,1680,2,66970000
Pedri Reus,22,Japan,Al Nassr,Eredivisie,CB,75,81,72,66,79,68,61,45,17,13,3105,2,77810000
Marcus Pogba,28,Belgium,Bayern Munich,Ligue 1,RW,74,76,77,61,69,76,75,15,8,1,1050,2,74640000
Jude Mbappe,22,Germany,Ajax,Eredivisie,CF,77,85,90,72,82,75,79,16,7,4,1168,4,80110000
Paul Mendy,18,Brazil,Liverpool,Ligue 1,RW,73,73,70,73,73,88,83,22,6,8,1254,3,72940000
Pedri De Bruyne,39,Norway,Al Nassr,Primeira Liga,CDM,78,85,63,99,84,93,83,14,4,2,854,5,80220000
Neymar Havertz,20,Netherlands,Liverpool,Premier League,CF,56,60,66,60,47,61,47,37,10,10,3145,3,57700000
Joao Olmo,21,Colombia,Porto,Primeira Liga,LM,62,62,64,53,64,47,53,42,10,8,3444,0,62080000
Marco Olmo,21,Colombia,Manchester City,Saudi League,CAM,92,94,83,99,74,98,99,25,4,4,1450,4,92580000
Eduardo Olmo,21,Portugal,Ajax,Serie A,CAM,83,89,93,84,85,74,86,48,14,16,3840,1,85680000
Manuel Mbappe,19,Spain,Inter Milan,Premier League,CB,73,82,83,52,79,75,85,16,6,1,928,2,76520000
Darwin Havertz,37,Norway,Barcelona,La Liga,ST,74,80,75,77,84,79,66,15,5,2,1335,0,75910000
Josko Nkunku,32,Morocco,Arsenal,Primeira Liga,GK,81,88,74,46,79,77,77,40,12,8,3000,4,83760000
Kylian Haaland,38,Croatia,Atletico Madrid,Bundesliga,LB,72,72,85,75,81,79,77,42,11,8,2562,2,71790000
Eduardo Mane,39,Chile,Porto,Premier League,GK,64,69,61,65,84,49,63,10,1,3,600,2,65270000
Rodrygo Olmo,17,Belgium,Atletico Madrid,La Liga,LB,67,70,71,67,72,62,72,33,11,8,1914,0,68410000
Angel Becker,24,Argentina,Real Madrid,Primeira Liga,CAM,69,69,67,67,62,58,63,21,5,3,1155,0,68770000
Karim Mbappe,24,Belgium,Inter Milan,Eredivisie,RB,68,74,67,64,70,66,80,46,11,14,2852,2,70470000
Thiago Modric,25,France,Al Nassr,Premier League,GK,74,77,76,82,65,72,63,50,18,10,3350,4,75600000
Thiago Silva,23,Colombia,Manchester City,Premier League,LM,67,70,60,66,64,83,67,30,7,6,2550,5,68090000
Gavi Busquets,25,Portugal,AC Milan,Saudi League,RM,72,78,57,61,58,68,62,40,11,10,3560,3,74450000
Gavi Mount,33,Morocco,Sevilla,Premier League,RW,67,73,65,58,59,60,72,21,11,4,1554,1,69290000
Ferran Pogba,32,Germany,Liverpool,Primeira Liga,CF,59,61,68,45,46,49,70,20,9,2,1600,5,59610000
Pedri Fernandes,17,Uruguay,Arsenal,Primeira Liga,CF,65,73,54,55,68,66,64,11,0,3,704,2,67860000
Achraf Felix,25,France,AC Milan,Eredivisie,GK,64,64,79,71,41,59,81,27,8,9,1512,3,63900000
Angel Mendy,26,Croatia,Sevilla,Premier League,LB,56,56,70,61,48,62,52,28,7,8,1764,5,55830000
Phil Junior,22,USA,PSG,Bundesliga,LM,74,78,59,63,61,90,67,41,14,11,2050,0,75860000
David Dias,38,Portugal,Arsenal,Premier League,RW,73,85,78,77,53,66,75,18,6,1,1098,5,77340000
Kylian Lewandowski,34,USA,Liverpool,Primeira Liga,CB,84,89,90,80,88,74,80,37,12,10,1887,2,85920000
Thomas Nkunku,39,Portugal,Manchester United,Serie A,CB,62,68,72,60,67,43,71,29,9,9,2494,3,64070000
Bruno Pavard,37,Norway,Barcelona,La Liga,RM,91,91,88,86,70,87,82,31,9,9,1612,4,90710000
Thiago Alcantara,31,Netherlands,Liverpool,Saudi League,CM,91,91,90,99,85,99,80,31,7,8,2635,0,90730000
Marcus Becker,24,Netherlands,Real Madrid,Ligue 1,RW,51,51,51,43,47,35,44,22,8,7,1584,1,50920000
Achraf Havertz,22,Uruguay,Inter Milan,Ligue 1,GK,70,80,82,78,86,69,86,39,10,9,2574,0,74060000
Robert Becker,35,France,Manchester City,Eredivisie,CB,50,52,48,42,44,66,52,40,12,9,2120,5,50700000
Erling Camavinga,38,Colombia,Manchester City,Eredivisie,CAM,67,69,77,63,53,52,61,17,3,10,1445,4,67190000
Marcus Salah,37,Spain,Inter Milan,Saudi League,LM,81,84,84,91,88,80,79,25,8,5,2050,3,81860000
Mason Mahrez,23,Germany,Al Nassr,Saudi League,RM,78,84,80,86,75,83,97,22,7,5,1474,3,80290000
Angel Kane,29,Chile,Manchester City,Primeira Liga,CM,69,69,83,62,77,45,54,18,4,6,1152,1,68620000
David Jota,27,France,Sevilla,Bundesliga,CM,73,80,68,75,84,82,62,22,10,5,1342,3,75760000
Joao Valverde,18,Croatia,Dortmund,Primeira Liga,LB,75,75,84,73,66,81,62,33,11,8,2145,5,75190000
Manuel Pogba,22,Croatia,Ajax,Saudi League,CB,95,99,99,90,94,99,90,30,13,4,2340,3,96810000
Andre Reus,37,France,PSG,La Liga,LW,60,60,60,67,58,70,71,42,14,11,2982,2,59960000
Joao Gundogan,32,Croatia,Porto,Eredivisie,RB,70,73,65,54,93,81,73,47,16,11,2726,5,71360000
Kylian Junior,27,Korea,AC Milan,Premier League,RM,63,75,75,69,57,47,68,35,12,10,3080,2,67860000
Ruben Mendy,38,Portugal,Atletico Madrid,Bundesliga,CM,59,63,47,68,52,64,53,44,13,11,2684,2,60490000
Karim Musiala,38,Brazil,Liverpool,Saudi League,CAM,63,73,59,56,60,77,68,24,9,3,1848,2,66690000
Federico Courtois,18,USA,Juventus,Bundesliga,CAM,65,75,72,84,58,62,84,43,14,8,2838,1,69340000
Declan Ter Stegen,18,Brazil,Benfica,Premier League,ST,82,92,67,75,65,82,79,36,11,7,2448,1,86190000
Andre Haaland,40,Norway,Inter Milan,La Liga,CDM,78,78,67,68,84,91,73,50,15,12,3750,4,77950000
Federico De Bruyne,31,Portugal,Manchester City,Saudi League,LB,92,92,87,77,96,99,81,41,10,12,2460,4,91880000
Rodrygo Fernandes,34,Spain,Real Madrid,Serie A,CF,67,68,62,58,87,71,75,13,6,9,832,2,67020000
Reece Havertz,25,Colombia,Al Hilal,La Liga,ST,69,69,68,81,69,60,84,22,11,4,1540,4,69050000
Cristiano Kane,34,Portugal,AC Milan,Ligue 1,CDM,60,60,58,65,50,64,60,25,9,5,1325,0,59770000
Kylian Haaland,24,Japan,Dortmund,Saudi League,CB,85,87,79,84,74,90,78,18,5,6,1224,4,85570000
Harry Benzema,36,Netherlands,Juventus,Serie A,LW,64,65,61,65,99,57,60,45,15,14,3195,5,64430000
Kevin Reus,35,Croatia,Al Nassr,Ligue 1,RW,83,90,79,91,74,86,95,35,8,10,1890,4,85500000
Vinicius Gundogan,39,Norway,Sevilla,Serie A,LB,69,73,60,62,73,70,67,30,7,11,2130,2,70170000
Eduardo Rice,27,Norway,Atletico Madrid,La Liga,CAM,63,69,48,72,59,50,55,25,10,8,1325,0,65360000
Diogo Dias,34,Croatia,Porto,Serie A,CM,83,85,80,78,50,92,99,29,9,8,2349,1,83570000
Karim Silva,34,Netherlands,Juventus,Premier League,LB,69,76,70,73,72,81,75,46,14,15,4002,1,71820000
Andre Olmo,21,Japan,Dortmund,Bundesliga,CM,69,72,69,73,74,60,66,20,8,7,1040,3,70180000
Josko Silva,31,Norway,Sevilla,Premier League,LW,87,91,89,89,83,60,90,14,0,1,1162,2,87980000
Mohamed Musiala,18,Chile,Bayern Munich,Saudi League,LB,66,70,73,66,50,65,89,46,17,10,3772,0,68090000
Achraf Nkunku,38,Colombia,Benfica,Saudi League,CDM,71,71,83,63,98,66,76,40,12,12,3040,5,70840000
Darwin Havertz,40,Italy,Bayern Munich,La Liga,RW,68,71,73,49,62,71,54,35,7,7,2520,0,68750000
Riyad Foden,22,Italy,AC Milan,Ligue 1,RM,76,76,89,70,86,67,77,30,8,5,2340,0,75960000
Sergio Becker,35,Italy,Manchester City,Primeira Liga,CM,63,70,61,51,72,53,50,24,7,8,1368,4,65450000
Darwin Rashford,20,USA,Barcelona,La Liga,LB,66,68,55,59,43,93,85,17,4,7,1224,4,66600000
Jan Benzema,19,Brazil,Manchester United,La Liga,LW,76,78,72,72,87,83,66,41,14,8,3690,5,77120000
Ruben Busquets,33,Italy,Juventus,Premier League,CB,82,83,77,75,80,92,77,24,9,4,1200,3,82190000
Robert Suarez,21,Netherlands,Liverpool,Eredivisie,ST,95,96,99,85,90,99,77,37,13,6,2516,3,95630000
Thiago Rashford,28,Croatia,Barcelona,Bundesliga,ST,73,76,80,73,82,73,68,41,12,9,2255,0,74240000
Darwin Rashford,40,Colombia,Al Hilal,La Liga,LM,68,68,74,61,62,67,84,39,13,7,2847,0,67850000
Benjamin Musiala,37,Portugal,Inter Milan,Ligue 1,LM,59,59,55,48,57,59,58,46,17,13,2622,4,59110000
Andre Camavinga,32,Morocco,Arsenal,Premier League,GK,53,56,44,62,56,43,51,30,14,8,1590,3,54260000
Ferran Camavinga,25,England,Ajax,Ligue 1,RW,71,71,61,64,79,70,80,48,17,11,2640,3,71350000
Manuel Mount,23,Netherlands,Al Nassr,Premier League,LM,58,64,60,63,53,55,75,12,0,0,900,2,59940000
Bernardo Pogba,17,Chile,Manchester City,Bundesliga,RW,65,73,68,80,61,59,66,31,9,6,2418,3,68310000
Gavi Suarez,36,Colombia,Real Madrid,Saudi League,CAM,77,85,75,82,66,81,72,40,15,8,2280,0,80230000
Kylian Silva,25,Portugal,Arsenal,Premier League,LM,70,70,77,82,67,70,51,49,16,13,3136,1,70300000
Kevin Mount,25,Brazil,Porto,Serie A,GK,74,74,62,78,62,61,89,31,4,8,1643,2,73700000
Diogo Nunez,29,Colombia,Bayern Munich,Bundesliga,LW,71,72,69,77,82,76,67,39,15,7,1989,3,71570000
Reece Jota,34,Portugal,Al Hilal,Bundesliga,RW,80,80,79,90,77,68,81,12,5,0,888,4,79570000
Gavi Salah,27,Korea,Sevilla,La Liga,RM,75,81,87,73,75,71,46,30,11,7,2010,3,77410000
Robert Silva,26,Spain,Benfica,Eredivisie,CM,81,81,89,78,90,73,97,16,3,3,1232,3,80630000
Lionel Becker,40,Spain,Dortmund,Ligue 1,GK,76,91,73,71,86,74,69,24,7,5,1776,1,81550000
Mason Foden,39,Japan,AC Milan,Primeira Liga,LB,72,73,86,74,76,51,73,22,6,5,1100,3,71920000
Joao Nkunku,28,Belgium,Al Nassr,Ligue 1,ST,82,82,84,90,99,83,69,50,15,13,3000,5,82190000
Phil Camavinga,18,Spain,Sevilla,Saudi League,RB,66,67,74,68,68,60,50,10,4,2,700,3,66240000
Luis Musiala,28,France,Dortmund,Primeira Liga,ST,73,81,66,84,61,71,68,12,5,4,612,1,75890000
Gavi Ronaldo,24,Brazil,Ajax,Ligue 1,RM,80,80,80,78,82,96,88,20,8,5,1200,2,79920000
Reece Jota,32,Norway,Dortmund,Premier League,LB,65,65,80,60,66,55,83,32,10,4,1600,2,64860000
Ederson Ronaldo,33,Morocco,Ajax,Primeira Liga,LM,81,84,68,92,75,89,83,17,6,3,1156,5,81840000
Mohamed Di Maria,25,England,Arsenal,Bundesliga,RB,69,80,83,82,50,66,70,23,7,5,1610,5,73250000
Rodrygo Felix,37,Portugal,PSG,Primeira Liga,RM,77,92,94,67,78,59,71,25,10,8,2225,3,82760000
Declan Suarez,38,Netherlands,AC Milan,Eredivisie,CM,73,79,87,79,92,72,80,39,14,10,2964,1,75340000
David Havertz,35,Colombia,Dortmund,Premier League,LB,70,70,86,76,57,76,85,14,4,6,742,3,69500000
Cristiano Jota,27,Argentina,Inter Milan,Premier League,LW,76,80,77,75,85,87,76,47,12,12,3760,0,77660000
Bernardo Mane,26,France,Al Hilal,La Liga,ST,76,76,87,85,80,67,83,36,10,5,2628,1,75980000
Eduardo Nkunku,30,Argentina,Sevilla,Primeira Liga,LM,84,84,77,73,88,83,80,28,9,8,2380,3,83850000
Paul Nunez,24,Italy,Sevilla,Saudi League,GK,72,72,84,83,63,91,55,26,9,2,1690,5,71970000
Luis Rashford,34,Belgium,Bayern Munich,Serie A,CDM,63,63,63,64,64,62,65,44,14,13,2420,1,63020000
Bernardo Foden,28,Japan,Bayern Munich,La Liga,LW,77,78,89,78,71,65,99,10,4,1,750,0,77040000
Marc Suarez,21,Chile,Liverpool,La Liga,CF,88,93,99,76,89,70,77,34,12,7,2686,3,90180000
Ruben Modric,31,Norway,Manchester City,Eredivisie,CF,77,80,75,65,68,66,93,11,8,3,781,3,77980000
Eduardo Salah,19,Korea,Al Nassr,Saudi League,RM,56,56,35,58,53,70,39,17,7,3,1462,5,55970000
Alisson Pogba,39,Croatia,Liverpool,Eredivisie,RW,70,70,70,84,61,71,80,45,14,12,3150,3,69920000
Luis Mane,24,Italy,Sevilla,Premier League,CM,62,71,55,43,64,61,77,31,9,9,1953,0,65570000
Josko Havertz,19,Belgium,Porto,Saudi League,RW,66,69,68,61,48,50,66,43,14,14,3526,5,67520000
David Musiala,29,Uruguay,Manchester City,Ligue 1,RM,76,83,68,72,84,78,75,22,8,6,1254,5,78620000
Kylian Rice,33,England,Liverpool,Bundesliga,LM,74,78,85,72,67,71,74,47,11,11,3760,0,75490000
Kylian Haaland,39,England,Al Nassr,Premier League,RW,56,61,56,53,42,53,58,43,16,9,2236,1,58020000
Pedri Benzema,21,Brazil,PSG,Eredivisie,CDM,89,89,99,87,98,88,74,35,10,8,3115,1,89080000
David Courtois,35,Chile,Sevilla,Bundesliga,CDM,67,71,46,83,68,71,65,14,7,1,1246,3,68250000
Ferran Havertz,22,Brazil,Juventus,Premier League,CAM,75,75,70,82,74,57,88,18,6,4,954,1,74860000
Alisson Lewandowski,28,Netherlands,Barcelona,Eredivisie,LB,73,73,75,84,81,75,58,35,8,9,2905,5,72840000
Angel Ter Stegen,23,Chile,Dortmund,La Liga,LM,83,86,76,91,93,81,94,32,9,7,2272,5,84190000
Kevin Becker,25,Uruguay,Manchester City,Saudi League,LM,77,77,72,60,72,75,76,48,13,12,3792,5,77150000
Marco Di Maria,32,Japan,Liverpool,Primeira Liga,CAM,70,70,69,72,80,66,62,19,7,4,1197,3,69710000
Marc Valverde,21,Korea,Chelsea,Bundesliga,GK,85,87,94,99,77,92,87,23,7,3,1311,5,85730000
Marcus Mahrez,21,Italy,Real Madrid,La Liga,RB,81,81,99,85,68,77,82,21,8,7,1365,3,80980000
Declan De Bruyne,25,Spain,Juventus,Ligue 1,LB,65,66,71,57,75,59,84,16,5,1,1296,0,65150000
Vinicius Mahrez,30,Netherlands,Liverpool,Eredivisie,LB,59,73,63,47,56,43,65,50,18,11,3700,1,64900000
Federico Silva,32,Morocco,Benfica,La Liga,LW,71,71,63,74,56,58,57,49,14,11,2499,4,71060000
Vinicius Lewandowski,17,France,Dortmund,Eredivisie,RW,86,87,70,82,83,68,92,47,14,9,3666,2,86760000
Josko Becker,27,England,Real Madrid,Eredivisie,CB,80,80,75,61,81,79,64,19,4,3,1710,4,79660000
Kevin Havertz,36,Japan,Atletico Madrid,Ligue 1,CDM,58,58,50,61,48,81,68,10,4,5,740,2,57480000
Cristiano Rice,20,France,Sevilla,Serie A,GK,68,69,57,73,57,62,60,23,7,8,1403,0,68350000
Rodrygo Mane,26,USA,Chelsea,Premier League,RW,58,65,64,65,56,68,47,15,5,5,1320,3,60530000
Eduardo Ter Stegen,32,Colombia,Dortmund,Eredivisie,CAM,73,73,74,79,60,71,85,10,3,3,510,4,72510000
Kai Olmo,21,Italy,Manchester United,Primeira Liga,RW,62,64,69,52,89,64,46,33,7,9,2277,3,62730000
Pedri Messi,17,Chile,Liverpool,Bundesliga,RW,51,52,51,54,54,46,48,38,13,13,1900,1,51710000
Neymar Jota,29,Italy,Al Hilal,Eredivisie,CF,50,56,42,51,35,51,51,14,5,6,910,5,52070000
Josko De Bruyne,26,France,Bayern Munich,Saudi League,ST,66,66,56,74,67,74,63,30,14,6,1770,4,66180000
Eduardo Silva,33,Spain,Benfica,Primeira Liga,ST,86,88,84,99,99,86,85,15,5,3,1080,1,86390000
Cristiano Di Maria,22,Germany,AC Milan,Ligue 1,RW,80,80,99,68,76,80,90,50,17,12,3400,1,80410000
Neymar Olmo,28,England,Al Nassr,Ligue 1,RB,63,68,67,55,84,56,67,15,7,1,750,4,64790000
David De Bruyne,40,Italy,Ajax,Primeira Liga,LM,69,72,99,57,53,75,77,42,14,4,2856,0,70100000
Jude Ter Stegen,22,Brazil,Barcelona,Primeira Liga,CB,77,77,77,66,77,66,69,31,11,7,2449,3,77110000
Ederson Ronaldo,38,Japan,AC Milan,Saudi League,RM,64,65,56,61,62,82,61,26,9,9,2132,1,64090000
Marco Hernandez,40,Argentina,Ajax,Ligue 1,CM,65,65,58,73,68,61,52,46,14,15,3358,2,64900000
Jude Mahrez,34,Netherlands,Juventus,La Liga,GK,66,71,91,53,74,49,38,50,16,10,3100,0,68120000
Reece Messi,25,Uruguay,Dortmund,Ligue 1,CAM,77,81,74,80,87,77,65,36,12,8,1908,4,78700000
Jude Salah,24,England,Inter Milan,La Liga,RM,84,95,70,77,73,88,98,10,5,3,690,2,88170000
Karim Mendy,30,Germany,Porto,Eredivisie,CAM,72,72,75,74,73,73,76,11,2,3,649,5,71500000
Erling Pavard,28,Norway,Liverpool,Saudi League,LM,84,88,85,86,94,96,93,49,16,11,3234,1,85840000
Reece Messi,26,Spain,Manchester City,Premier League,LW,83,83,81,78,89,99,97,16,2,5,1168,2,82580000
Pedri Modric,22,Argentina,Ajax,Primeira Liga,RW,81,83,90,64,70,87,84,50,13,11,4200,5,82010000
Ruben Pogba,33,France,Manchester City,Serie A,CB,71,79,76,65,77,77,84,24,4,2,1656,5,73740000
Alisson Haaland,22,Norway,Atletico Madrid,Eredivisie,CF,69,74,72,83,76,70,77,27,9,4,2052,1,71010000
Kai Messi,21,Morocco,Chelsea,Eredivisie,CDM,78,78,81,79,67,75,80,37,16,8,2701,1,78380000
Erling Silva,39,Norway,Chelsea,Premier League,RM,68,68,58,74,63,73,81,41,11,12,2788,4,67770000
Andre Nkunku,34,Brazil,Sevilla,Premier League,LB,68,68,85,70,65,51,72,12,2,3,672,1,67420000
Neymar Mount,23,Croatia,Arsenal,Saudi League,LM,69,77,50,46,64,71,57,39,13,11,2691,5,72390000
Joao Nunez,20,Morocco,Bayern Munich,Ligue 1,CDM,53,56,38,43,40,53,41,40,8,12,2960,4,54200000
Jude Ter Stegen,36,Belgium,Arsenal,Eredivisie,CDM,65,65,69,72,66,63,88,23,7,6,1679,1,64630000
Darwin Alcantara,32,Italy,Barcelona,Ligue 1,RW,72,77,83,78,79,74,89,38,10,10,2432,2,73860000
Cristiano Camavinga,23,Germany,Al Hilal,Serie A,ST,71,72,64,79,53,62,75,34,11,7,2720,5,71490000
Erling Mendy,18,Japan,Sevilla,La Liga,CDM,75,80,76,72,81,87,65,31,12,7,2666,3,77240000
Alisson Foden,21,England,Porto,Saudi League,ST,83,86,84,99,74,70,88,24,6,6,1392,1,84080000
Bernardo Silva,22,France,Al Nassr,La Liga,CF,84,90,81,94,78,99,74,22,9,6,1232,0,86410000
Rodrygo Ter Stegen,29,Argentina,Liverpool,Saudi League,LM,75,76,64,80,76,71,81,12,3,0,984,1,74970000
Benjamin Gundogan,29,Korea,PSG,La Liga,CDM,81,81,83,78,97,76,99,43,13,14,3698,5,81070000
Ederson Messi,37,Belgium,Chelsea,Saudi League,LW,82,83,81,73,89,83,79,19,5,9,1444,2,81910000
Kevin Reus,37,Italy,Liverpool,Saudi League,RM,59,65,65,65,55,54,48,50,16,7,4400,4,61460000
Eduardo Mbappe,40,Italy,Liverpool,Premier League,RM,57,66,53,49,65,76,50,26,8,7,1664,3,60200000
Bernardo Reus,26,Italy,AC Milan,Ligue 1,LW,67,76,77,68,64,80,56,33,11,12,2343,2,70630000
Sadio Fernandes,19,Netherlands,Al Hilal,Bundesliga,GK,80,82,82,87,86,94,76,31,10,7,1891,3,80920000
Jan Camavinga,18,Uruguay,Al Hilal,Serie A,CB,67,70,51,62,63,65,66,43,15,11,2881,2,68590000
Angel Mane,31,Belgium,Benfica,La Liga,CAM,63,74,68,63,61,59,71,47,15,12,3854,5,67530000
Benjamin Nunez,34,Portugal,Barcelona,Ligue 1,RB,69,77,57,69,65,40,57,14,4,3,714,2,71720000
Robert Dias,40,Belgium,Manchester United,Serie A,ST,80,82,95,80,93,60,74,28,10,6,1484,2,80500000
Karim Pavard,39,Argentina,Al Nassr,Ligue 1,ST,65,65,55,72,74,64,55,43,15,13,2580,3,64970000
Cristiano Modric,26,Japan,Manchester City,Bundesliga,RM,89,89,85,87,92,91,85,39,12,10,3510,2,89080000
Angel Hernandez,36,Morocco,Dortmund,Primeira Liga,RB,69,70,74,64,72,55,77,45,15,11,2565,1,69430000
Kevin Rashford,17,Croatia,Chelsea,Premier League,RM,69,72,60,65,46,66,59,12,5,4,984,1,70110000
Josko Felix,37,Netherlands,Porto,Primeira Liga,RB,74,75,78,97,90,77,80,13,1,1,1144,0,73710000
Jan De Bruyne,32,England,Dortmund,Bundesliga,CB,72,75,74,66,63,85,75,50,17,9,4000,3,73410000
Angel Gundogan,29,Korea,Benfica,Bundesliga,LW,74,78,70,79,57,69,76,26,11,5,1742,0,75570000
Josko Modric,25,France,Bayern Munich,La Liga,CF,95,95,94,81,96,86,90,28,8,5,1624,5,94900000
Vinicius Camavinga,35,Italy,Al Nassr,Eredivisie,LB,64,70,78,76,60,42,60,45,15,12,3240,3,66450000
Kai Olmo,23,Chile,Atletico Madrid,Ligue 1,RB,76,80,72,84,81,68,60,42,15,11,2856,1,77890000
Declan Kane,32,Morocco,Barcelona,Ligue 1,ST,57,57,60,60,55,60,57,38,13,10,3268,0,57010000
Ferran Di Maria,36,Uruguay,Bayern Munich,Ligue 1,RW,73,73,55,74,67,73,84,18,2,7,1260,3,72380000
Andre Ronaldo,39,Brazil,AC Milan,Ligue 1,LM,81,81,64,75,83,75,95,31,11,8,2108,5,80770000
Andre Silva,39,Morocco,AC Milan,Serie A,CDM,80,80,94,90,82,76,88,40,12,9,3120,0,79820000
Manuel Nkunku,29,Croatia,Manchester City,Serie A,RW,70,73,75,87,67,85,74,26,8,6,2106,4,71020000
Erling Ter Stegen,18,Argentina,Real Madrid,Eredivisie,CB,80,80,63,80,79,78,85,22,6,5,1694,0,79940000
Diogo Di Maria,23,Morocco,Atletico Madrid,Serie A,LW,84,86,99,68,90,82,93,48,15,11,2448,3,85090000
Sadio Nkunku,33,Italy,Atletico Madrid,Saudi League,CM,65,69,45,72,57,72,64,35,10,7,2415,3,66440000
